Epoch,Train_Loss,Val_Loss,Accuracy,Balanced_Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Macro_Specificity,AUC_OVR
23,0.51391106377165,0.5684612668152397,0.3971631205673759,0.39753086419753086,0.3360526315789474,0.39753086419753086,0.3142598621419403,0.6963014256636043,0.593355087001171
24,0.5093384812395256,0.5441345610517136,0.23404255319148937,0.44222222222222224,0.3767676767676768,0.44222222222222224,0.23522996680891417,0.6849813280729456,0.5764233141957458
25,0.5248938696571144,0.6083511562212139,0.40425531914893614,0.36481481481481487,0.3725085751367387,0.36481481481481487,0.3475206611570248,0.6898414773486712,0.5862213629958439
26,0.5229203869779426,0.6305071982086128,0.09219858156028368,0.3377777777777778,0.3621103117505995,0.3377777777777778,0.06175206227489253,0.6680032068106819,0.5796570744721863
27,0.5053373796035008,0.5634850880778428,0.14893617021276595,0.3802469135802469,0.5310077519379844,0.3802469135802469,0.1423342964714123,0.6849610774093349,0.5751747658653121
28,0.49851864414760866,0.5366353464464769,0.2624113475177305,0.4418518518518518,0.3649447673837918,0.4418518518518518,0.2621462035807287,0.6803479858501364,0.5914141624147861
29,0.5132616038422987,0.5430404953922786,0.28368794326241137,0.46987654320987654,0.3860014619883041,0.46987654320987654,0.2731994346836161,0.696917044499965,0.5812401030711642
30,0.5193657221564327,0.5513891734129993,0.23404255319148937,0.3938271604938272,0.3561872909698997,0.3938271604938272,0.2328100470957614,0.6787441366031713,0.5750545131735545
31,0.5060761788164276,0.5449014703432719,0.20567375886524822,0.4140740740740741,0.4052795031055901,0.4140740740740741,0.19308755760368665,0.6846532679911546,0.5686459024292047
32,0.5008375540555242,0.5596664374601756,0.375886524822695,0.4040740740740741,0.3317292026969446,0.4040740740740741,0.2962235020031146,0.7034053437276988,0.5811831883238815
33,0.4821411886488099,0.5395290145637296,0.2765957446808511,0.4654320987654321,0.41738505747126436,0.4654320987654321,0.26894586894586897,0.7030084314890482,0.5789842258157325
34,0.5179117971874145,0.5387451758621432,0.2553191489361702,0.45209876543209876,0.4125000000000001,0.45209876543209876,0.25142857142857145,0.697723019227252,0.57988720553721
35,0.4984066217060549,0.5773435594342279,0.18439716312056736,0.3108641975308642,0.3337218337218337,0.3108641975308642,0.1836332692760149,0.6681692619549837,0.5494196651837212
36,0.494703789970961,0.565548080079099,0.3404255319148936,0.40864197530864194,0.3613294898672257,0.40864197530864194,0.29340277777777773,0.7015706373863848,0.5630388232918752
37,0.4853350390870887,0.5536926278831266,0.23404255319148937,0.3938271604938272,0.37003968253968256,0.3938271604938272,0.23384960718294048,0.6825148023562551,0.5660138856262887
38,0.4868826632758221,0.5522356844962911,0.3120567375886525,0.43925925925925924,0.3846050870147255,0.43925925925925924,0.28804983473175694,0.7047864360879238,0.5697354218774516
39,0.5160404585571174,0.5605560219879692,0.3617021276595745,0.4003703703703703,0.34448724533470293,0.4003703703703703,0.3065011201303424,0.695685806745026,0.5766819821368516
40,0.4989695728543293,0.5502663301237931,0.3262411347517731,0.45160493827160497,0.40264227642276423,0.45160493827160497,0.30545538041789916,0.7074878690235579,0.574224474691373
41,0.49500768263655975,0.5594470298036616,0.3120567375886525,0.442716049382716,0.3904345600252033,0.442716049382716,0.29525235679359213,0.702291559500014,0.5640591786167836
42,0.5060736242547093,0.5547741457080164,0.24822695035460993,0.39925925925925926,0.3647620681766186,0.39925925925925926,0.23953279424977536,0.6840254987403728,0.5635132338562794
43,0.5027149895946663,0.5608552068683272,0.24822695035460993,0.40098765432098765,0.38626283846872084,0.40098765432098765,0.24396094896117684,0.6889585501737537,0.5594221342595217
44,0.49050594650837315,0.5692409234689483,0.3475177304964539,0.411358024691358,0.3645224171539961,0.411358024691358,0.2907647907647907,0.7029638801610307,0.5630459995121849
